Date;Visitor/Neutral;Result
Fri, Mar 3, 2023;Denver Nuggets;1
Fri, Mar 3, 2023;Golden State Warriors;1
Fri, Mar 3, 2023;Sacramento Kings;1
Fri, Mar 3, 2023;Los Angeles Lakers;0
Sat, Mar 4, 2023;Washington Wizards;0
Sat, Mar 4, 2023;Cleveland Cavaliers;1
Sat, Mar 4, 2023;Miami Heat;1
Sat, Mar 4, 2023;San Antonio Spurs;0
Sat, Mar 4, 2023;Milwaukee Bucks;0
Sat, Mar 4, 2023;Sacramento Kings;0
Sun, Mar 5, 2023;Dallas Mavericks;0
Sun, Mar 5, 2023;Chicago Bulls;0
Sun, Mar 5, 2023;Los Angeles Lakers;1
Sun, Mar 5, 2023;Brooklyn Nets;1
Sun, Mar 5, 2023;Orlando Magic;0
Sun, Mar 5, 2023;Houston Rockets;1
Sun, Mar 5, 2023;Oklahoma City Thunder;1
Sun, Mar 5, 2023;Boston Celtics;0
Sun, Mar 5, 2023;Washington Wizards;0
Sun, Mar 5, 2023;Los Angeles Clippers;1
Mon, Mar 6, 2023;Cleveland Cavaliers;1
Mon, Mar 6, 2023;Detroit Pistons;0
Mon, Mar 6, 2023;Indiana Pacers;0
Mon, Mar 6, 2023;Miami Heat;1
Mon, Mar 6, 2023;Denver Nuggets;1
Mon, Mar 6, 2023;Sacramento Kings;1
Tue, Mar 7, 2023;Detroit Pistons;0
Tue, Mar 7, 2023;Orlando Magic;0
Tue, Mar 7, 2023;Minnesota Timberwolves;0
Tue, Mar 7, 2023;New York Knicks;0
Tue, Mar 7, 2023;Houston Rockets;0
Tue, Mar 7, 2023;Oklahoma City Thunder;1
Tue, Mar 7, 2023;Dallas Mavericks;1
Tue, Mar 7, 2023;Los Angeles Lakers;1
Wed, Mar 8, 2023;Washington Wizards;0
Wed, Mar 8, 2023;Boston Celtics;1
Wed, Mar 8, 2023;Miami Heat;0
Wed, Mar 8, 2023;New Orleans Pelicans;1
Wed, Mar 8, 2023;Denver Nuggets;0
Wed, Mar 8, 2023;Phoenix Suns;1
Wed, Mar 8, 2023;Los Angeles Clippers;1
Thu, Mar 9, 2023;Detroit Pistons;0
Thu, Mar 9, 2023;Indiana Pacers;1
Thu, Mar 9, 2023;Orlando Magic;0
Thu, Mar 9, 2023;Memphis Grizzlies;1
Thu, Mar 9, 2023;Milwaukee Bucks;1
Thu, Mar 9, 2023;Sacramento Kings;1
Fri, Mar 10, 2023;Philadelphia 76ers;1
Fri, Mar 10, 2023;Washington Wizards;0
Fri, Mar 10, 2023;Miami Heat;1
Fri, Mar 10, 2023;Minnesota Timberwolves;0
Fri, Mar 10, 2023;San Antonio Spurs;1
Fri, Mar 10, 2023;Los Angeles Lakers;1
Sat, Mar 11, 2023;Los Angeles Clippers;1
Sat, Mar 11, 2023;Charlotte Hornets;0
Sat, Mar 11, 2023;Detroit Pistons;0
Sat, Mar 11, 2023;Orlando Magic;1
Sat, Mar 11, 2023;Atlanta Hawks;0
Sat, Mar 11, 2023;Houston Rockets;0
Sat, Mar 11, 2023;Memphis Grizzlies;1
Sat, Mar 11, 2023;Golden State Warriors;1
Sat, Mar 11, 2023;New Orleans Pelicans;0
Sat, Mar 11, 2023;Phoenix Suns;0
Sun, Mar 12, 2023;Denver Nuggets;0
Sun, Mar 12, 2023;Charlotte Hornets;0
Sun, Mar 12, 2023;Philadelphia 76ers;1
Sun, Mar 12, 2023;New Orleans Pelicans;1
Sun, Mar 12, 2023;San Antonio Spurs;0
Sun, Mar 12, 2023;Los Angeles Lakers;0
Mon, Mar 13, 2023;Detroit Pistons;1
Mon, Mar 13, 2023;Atlanta Hawks;0
Mon, Mar 13, 2023;Dallas Mavericks;0
Mon, Mar 13, 2023;Miami Heat;1
Mon, Mar 13, 2023;Houston Rockets;1
Mon, Mar 13, 2023;Golden State Warriors;1
Mon, Mar 13, 2023;Sacramento Kings;0
Tue, Mar 14, 2023;Charlotte Hornets;0
Tue, Mar 14, 2023;Washington Wizards;1
Tue, Mar 14, 2023;Toronto Raptors;1
Tue, Mar 14, 2023;New Orleans Pelicans;0
Tue, Mar 14, 2023;Oklahoma City Thunder;1
Tue, Mar 14, 2023;San Antonio Spurs;1
Tue, Mar 14, 2023;Phoenix Suns;0
Tue, Mar 14, 2023;Portland Trail Blazers;0
Wed, Mar 15, 2023;Cleveland Cavaliers;0
Wed, Mar 15, 2023;Miami Heat;1
Wed, Mar 15, 2023;Chicago Bulls;0
Wed, Mar 15, 2023;Houston Rockets;1
Wed, Mar 15, 2023;Minnesota Timberwolves;0
Wed, Mar 15, 2023;San Antonio Spurs;0
Wed, Mar 15, 2023;Los Angeles Clippers;1
Thu, Mar 16, 2023;Detroit Pistons;0
Thu, Mar 16, 2023;Brooklyn Nets;0
Thu, Mar 16, 2023;Toronto Raptors;1
Thu, Mar 16, 2023;Milwaukee Bucks;0
Thu, Mar 16, 2023;Phoenix Suns;1
Fri, Mar 17, 2023;Charlotte Hornets;0
Fri, Mar 17, 2023;Atlanta Hawks;1
Fri, Mar 17, 2023;Cleveland Cavaliers;1
Fri, Mar 17, 2023;Chicago Bulls;1
Fri, Mar 17, 2023;Houston Rockets;1
Fri, Mar 17, 2023;San Antonio Spurs;0
Fri, Mar 17, 2023;Portland Trail Blazers;0
Fri, Mar 17, 2023;Los Angeles Lakers;0
Sat, Mar 18, 2023;New York Knicks;1
Sat, Mar 18, 2023;Los Angeles Clippers;0
Sat, Mar 18, 2023;Indiana Pacers;0
Sat, Mar 18, 2023;Toronto Raptors;1
Sat, Mar 18, 2023;Chicago Bulls;1
Sat, Mar 18, 2023;Memphis Grizzlies;1
Sat, Mar 18, 2023;Washington Wizards;0
Sat, Mar 18, 2023;Utah Jazz;1
Sun, Mar 19, 2023;Brooklyn Nets;0
Sun, Mar 19, 2023;Oklahoma City Thunder;1
Sun, Mar 19, 2023;San Antonio Spurs;1
Sun, Mar 19, 2023;Detroit Pistons;0
Sun, Mar 19, 2023;Houston Rockets;0
Sun, Mar 19, 2023;Milwaukee Bucks;1
Sun, Mar 19, 2023;Portland Trail Blazers;0
Sun, Mar 19, 2023;Los Angeles Lakers;1
Mon, Mar 20, 2023;Charlotte Hornets;1
Mon, Mar 20, 2023;Philadelphia 76ers;0
Mon, Mar 20, 2023;New York Knicks;0
Mon, Mar 20, 2023;Houston Rockets;0
Mon, Mar 20, 2023;Memphis Grizzlies;1
Mon, Mar 20, 2023;Utah Jazz;1
Tue, Mar 21, 2023;Orlando Magic;1
Tue, Mar 21, 2023;Atlanta Hawks;1
Tue, Mar 21, 2023;Brooklyn Nets;0
Tue, Mar 21, 2023;New Orleans Pelicans;1
Tue, Mar 21, 2023;Sacramento Kings;0
Tue, Mar 21, 2023;Los Angeles Clippers;0
Wed, Mar 22, 2023;Washington Wizards;0
Wed, Mar 22, 2023;Dallas Mavericks;0
Wed, Mar 22, 2023;Miami Heat;1
Wed, Mar 22, 2023;Toronto Raptors;0
Wed, Mar 22, 2023;Chicago Bulls;0
Wed, Mar 22, 2023;Memphis Grizzlies;1
Wed, Mar 22, 2023;Milwaukee Bucks;1
Wed, Mar 22, 2023;Minnesota Timberwolves;1
Wed, Mar 22, 2023;Utah Jazz;0
Wed, Mar 22, 2023;Los Angeles Lakers;1
Thu, Mar 23, 2023;Orlando Magic;1
Thu, Mar 23, 2023;Brooklyn Nets;0
Thu, Mar 23, 2023;New Orleans Pelicans;1
Thu, Mar 23, 2023;Los Angeles Clippers;1
Fri, Mar 24, 2023;Boston Celtics;1
Fri, Mar 24, 2023;Washington Wizards;1
Fri, Mar 24, 2023;Toronto Raptors;1
Fri, Mar 24, 2023;Memphis Grizzlies;1
Fri, Mar 24, 2023;Dallas Mavericks;0
Fri, Mar 24, 2023;Utah Jazz;0
Fri, Mar 24, 2023;Golden State Warriors;1
Fri, Mar 24, 2023;Portland Trail Blazers;0
Fri, Mar 24, 2023;Sacramento Kings;1
Fri, Mar 24, 2023;Los Angeles Lakers;1
Sat, Mar 25, 2023;Atlanta Hawks;1
Sat, Mar 25, 2023;Miami Heat;0
Sat, Mar 25, 2023;Denver Nuggets;1
Sat, Mar 25, 2023;Phoenix Suns;1
Sat, Mar 25, 2023;Sacramento Kings;1
Sat, Mar 25, 2023;Los Angeles Clippers;0
Sun, Mar 26, 2023;Charlotte Hornets;1
Sun, Mar 26, 2023;Los Angeles Lakers;0
Sun, Mar 26, 2023;Atlanta Hawks;0
Sun, Mar 26, 2023;Boston Celtics;1
Sun, Mar 26, 2023;Cleveland Cavaliers;1
Sun, Mar 26, 2023;Orlando Magic;1
Sun, Mar 26, 2023;Toronto Raptors;1
Sun, Mar 26, 2023;Portland Trail Blazers;0
Sun, Mar 26, 2023;Golden State Warriors;0
Mon, Mar 27, 2023;Detroit Pistons;0
Mon, Mar 27, 2023;Indiana Pacers;0
Mon, Mar 27, 2023;New York Knicks;1
Mon, Mar 27, 2023;Utah Jazz;0
Mon, Mar 27, 2023;Denver Nuggets;1
Mon, Mar 27, 2023;Portland Trail Blazers;0
Mon, Mar 27, 2023;Sacramento Kings;0
Mon, Mar 27, 2023;Los Angeles Clippers;1
Tue, Mar 28, 2023;Washington Wizards;1
Tue, Mar 28, 2023;Atlanta Hawks;1
Tue, Mar 28, 2023;Toronto Raptors;1
Tue, Mar 28, 2023;Memphis Grizzlies;1
Tue, Mar 28, 2023;Oklahoma City Thunder;0
Tue, Mar 28, 2023;Golden State Warriors;1
Wed, Mar 29, 2023;Indiana Pacers;0
Wed, Mar 29, 2023;Brooklyn Nets;1
Wed, Mar 29, 2023;New York Knicks;1
Wed, Mar 29, 2023;Philadelphia 76ers;1
Wed, Mar 29, 2023;Chicago Bulls;0
Wed, Mar 29, 2023;Memphis Grizzlies;0
Wed, Mar 29, 2023;Oklahoma City Thunder;1
Wed, Mar 29, 2023;San Antonio Spurs;0
Wed, Mar 29, 2023;Phoenix Suns;1
Wed, Mar 29, 2023;Portland Trail Blazers;0
Thu, Mar 30, 2023;Milwaukee Bucks;0
Thu, Mar 30, 2023;Denver Nuggets;0
Fri, Mar 31, 2023;Charlotte Hornets;0
Fri, Mar 31, 2023;Indiana Pacers;1
Fri, Mar 31, 2023;Philadelphia 76ers;1
Fri, Mar 31, 2023;Washington Wizards;0
Fri, Mar 31, 2023;Boston Celtics;1
Fri, Mar 31, 2023;Brooklyn Nets;1
Fri, Mar 31, 2023;Cleveland Cavaliers;0
Fri, Mar 31, 2023;Houston Rockets;1
Fri, Mar 31, 2023;Memphis Grizzlies;1
Fri, Mar 31, 2023;Minnesota Timberwolves;0
Fri, Mar 31, 2023;Golden State Warriors;1
Fri, Mar 31, 2023;Portland Trail Blazers;0
Fri, Mar 31, 2023;Phoenix Suns;1
Sat, Apr 1, 2023;Miami Heat;1
Sat, Apr 1, 2023;New Orleans Pelicans;1
Sun, Apr 2, 2023;Charlotte Hornets;0
Sun, Apr 2, 2023;Brooklyn Nets;1
Sun, Apr 2, 2023;Chicago Bulls;1
Sun, Apr 2, 2023;Minnesota Timberwolves;0
Sun, Apr 2, 2023;Atlanta Hawks;1
Sun, Apr 2, 2023;New York Knicks;1
Sun, Apr 2, 2023;Orlando Magic;1
Sun, Apr 2, 2023;Sacramento Kings;0
Sun, Apr 2, 2023;Houston Rockets;0
Sun, Apr 2, 2023;Oklahoma City Thunder;0
Sun, Apr 2, 2023;Cleveland Cavaliers;1
Sun, Apr 2, 2023;Milwaukee Bucks;1
Sun, Apr 2, 2023;Denver Nuggets;1
Tue, Apr 4, 2023;Charlotte Hornets;0
Tue, Apr 4, 2023;Detroit Pistons;0
Tue, Apr 4, 2023;Orlando Magic;0
Tue, Apr 4, 2023;Washington Wizards;0
Tue, Apr 4, 2023;Brooklyn Nets;0
Tue, Apr 4, 2023;Chicago Bulls;0
Tue, Apr 4, 2023;Houston Rockets;1
Tue, Apr 4, 2023;Memphis Grizzlies;1
Tue, Apr 4, 2023;New Orleans Pelicans;0
Tue, Apr 4, 2023;Philadelphia 76ers;1
Tue, Apr 4, 2023;Utah Jazz;0
Tue, Apr 4, 2023;Golden State Warriors;1
Tue, Apr 4, 2023;Phoenix Suns;1
Wed, Apr 5, 2023;Detroit Pistons;0
Wed, Apr 5, 2023;Indiana Pacers;0
Wed, Apr 5, 2023;Atlanta Hawks;1
Wed, Apr 5, 2023;Boston Celtics;1
Wed, Apr 5, 2023;Milwaukee Bucks;1
Wed, Apr 5, 2023;New Orleans Pelicans;1
Wed, Apr 5, 2023;Dallas Mavericks;1
Wed, Apr 5, 2023;Los Angeles Clippers;1
Thu, Apr 6, 2023;Orlando Magic;0
Thu, Apr 6, 2023;Philadelphia 76ers;0
Thu, Apr 6, 2023;San Antonio Spurs;1
Thu, Apr 6, 2023;Utah Jazz;0
Thu, Apr 6, 2023;Phoenix Suns;1
Fri, Apr 7, 2023;Charlotte Hornets;0
Fri, Apr 7, 2023;Indiana Pacers;0
Fri, Apr 7, 2023;Washington Wizards;1
Fri, Apr 7, 2023;Atlanta Hawks;0
Fri, Apr 7, 2023;Boston Celtics;1
Fri, Apr 7, 2023;Brooklyn Nets;1
Fri, Apr 7, 2023;Milwaukee Bucks;0
Fri, Apr 7, 2023;New Orleans Pelicans;1
Fri, Apr 7, 2023;Dallas Mavericks;0
Fri, Apr 7, 2023;Sacramento Kings;0
Fri, Apr 7, 2023;Los Angeles Lakers;1
Sat, Apr 8, 2023;Utah Jazz;1
Sat, Apr 8, 2023;Los Angeles Clippers;1
Sat, Apr 8, 2023;San Antonio Spurs;0
Sun, Apr 9, 2023;Boston Celtics;1
Sun, Apr 9, 2023;Brooklyn Nets;0
Sun, Apr 9, 2023;Chicago Bulls;1
Sun, Apr 9, 2023;Cleveland Cavaliers;0
Sun, Apr 9, 2023;Miami Heat;1
Sun, Apr 9, 2023;New York Knicks;0
Sun, Apr 9, 2023;Toronto Raptors;1
Sun, Apr 9, 2023;Washington Wizards;0
Sun, Apr 9, 2023;Dallas Mavericks;0
Sun, Apr 9, 2023;Denver Nuggets;1
Sun, Apr 9, 2023;Los Angeles Lakers;1
Sun, Apr 9, 2023;Minnesota Timberwolves;1
Sun, Apr 9, 2023;Oklahoma City Thunder;1
Sun, Apr 9, 2023;Phoenix Suns;0
Sun, Apr 9, 2023;Portland Trail Blazers;0
